"_lat","_lon","addr:city","addr:housenumber","addr:postcode","addr:state","addr:street","amenity","barrier","brand","brand:wikidata","building","building:levels","building:material","camera:direction","camera:model","camera:mount","camera:type","changeset","check_date","dataset","dcgis:captureyear","dcgis:gis_id","dcgis:lot","dcgis:square","direction","ele","electricity","emergency","enforcement","facebook","gnis:feature_id","highway","id","man_made","manufacturer","manufacturer:wikidata","maxspeed","name","opening_hours","operator","operator:short","operator:type","operator:wikidata","phone","police","ref","roof:shape","source","surveillance","surveillance:type","surveillance:zone","tiger:reviewed","timestamp","uid","user","version","website","wheelchair","wikidata"
"38.968434967891085","-77.09267377853394",,,,,,,,,,,,,"110",,"ceiling","dome",158863970,,,,,,,,,,,,,,,"node/12320984001","surveillance",,,,,,,,,,,,,,,"outdoor","camera","entrance",,"2024-11-07T16:49:13Z",22056074,"ericfromson",1,,,,
"38.99298835176904","-77.03372955322266",,,,,,,,,,,,,,,,"fixed",180030103,,,,,,,"70",,,,,,,,"node/13657064760","surveillance","Axon Enterprise","Q690604",,,,,,,,,,,,,"public","ALPR","traffic",,"2026-03-17T22:04:32Z",22971631,"AdmiralArmpit",1,,,,
"38.99320515758032","-77.03628301620483",,,,,,,,,,,,,,,,"fixed",179717785,,,,,,,"5",,,,,,,,"node/13639266889","surveillance","Axon Enterprise","Q690604",,,,,,,,,,,,,"public","ALPR","traffic",,"2026-03-11T18:44:00Z",22971631,"AdmiralArmpit",1,,,,
"38.97233872445722","-77.02894449234009",,,,,,,,,,,,,,,,"fixed",174724343,,,,,,,"0",,,,,,,,"node/13308083302","surveillance","Flock Safety","Q108485435",,,,,,,,,,,,,"public","ALPR","traffic",,"2025-11-16T12:25:15Z",226869,"Natty",1,,,,
"38.986583942093915","-77.02617645263672",,,,,,,,,,,,,,,"pole","fixed",164526605,,,,,,,"35",,,,,,,,"node/12657360454","surveillance","Flock Safety","Q108485435",,,,"Montgomery College Public Safety",,,,,,,,,"public","ALPR","traffic",,"2025-04-04T19:58:20Z",12616326,"os-emmer",3,,,,
"38.987234416389924","-76.97534322738647",,,,,,,,"Flock Safety","Q108485435",,,,,,"pole","fixed",168482501,,,,,,,"70",,,,,,,,"node/12977280948","surveillance",,,,,,"Marylander Condominiums",,,,,,,,,"private","ALPR","residential",,"2025-07-04T11:51:25Z",22207121,"Charter7124",1,,,,
"38.98643383179214","-76.97577238082886",,,,,,,,"Flock Safety","Q108485435",,,,,,"pole","fixed",168482452,,,,,,,"95",,,,,,,,"node/12977311442","surveillance",,,,,,"Marylander Condominiums",,,,,,,,,"private","ALPR","residential",,"2025-07-04T11:50:07Z",22207121,"Charter7124",1,,,,
"38.99263812559394","-76.97240352630615",,,,,,,,,,,,,,,,,108912740,,,,,,,,,,"phone",,,,,"node/8964392492","surveillance",,,,,,,,,,,,,,,,"camera",,,"2021-07-30T22:51:26Z",8486808,"John Kastner",1,,,,
"38.99300502916273","-76.97259664535522",,,,,,,,,,,,,,,,,108912740,,,,,,,,,,"phone",,,,,"node/8964392487","surveillance",,,,,,,,,,,,,,,,"camera",,,"2021-07-30T22:51:26Z",8486808,"John Kastner",1,,,,
"38.99298835176904","-76.97343349456787",,,,,,,,,,,,,,,,,108912740,,,,,,,,,,"phone",,,,,"node/8964392496","surveillance",,,,,,,,,,,,,,,,"camera",,,"2021-07-30T22:51:26Z",8486808,"John Kastner",1,,,,
"38.984248856918896","-76.95555925369263",,,,,,,,,,,,,,,,"fixed",179724298,,,,,,,"150",,,,,,,,"node/13639613271","surveillance","Flock Safety","Q108485435",,,,,,,,,,,,,"public","ALPR","traffic",,"2026-03-11T22:10:06Z",8181298,"penguin1737",1,,,,
"38.98323140285834","-76.95495843887329",,,,,,,,,,,,,,,,"fixed",179309288,,,,,,,"313",,,,,,,,"node/13614887401","surveillance","Flock Safety","Q108485435",,,,,,,,,,,,,"public","ALPR","traffic",,"2026-03-03T15:57:19Z",23866722,"UTIL221",1,,,,
"38.96673326308073","-76.96240425109863",,,,,,,,,,,,,,,,"fixed",171964123,,,,,,,"170",,,,,,,,"node/13143781375","surveillance","Flock Safety","Q108485435",,,,"The Home Depot",,,"Q864407",,,,,,,"ALPR",,,"2025-09-15T12:42:16Z",22566125,"hello_moto",2,,,,
"38.966483008925394","-76.96424961090088",,,,,,,,,,,,,,"Condor","pole","dome",180792071,,,,,,,"0-360;0-360",,"solar",,,,,,"node/13611844841","surveillance","Flock Safety","Q108485435",,,,"The Home Depot",,"private","Q864407",,,,,,"public","camera","parking",,"2026-04-03T02:09:48Z",23905397,"SnoozeMaster3000",2,,,,
"38.96531514451104","-76.95369243621826",,,,,,,,,,,,,,,,"fixed",171944333,,,,,,,"330",,,,,,,,"node/13143766243","surveillance","Flock Safety","Q108485435",,,,,,,,,,,,,,"ALPR",,,"2025-09-15T04:19:26Z",22566125,"hello_moto",1,,,,
"38.96626612127565","-76.949143409729",,,,,,,,,,,,,"80",,"pole","fixed",104741182,,,,,,,,,,,,,,,"node/8734376870","surveillance",,,,,,,,,,,,,,,"red_light","camera","traffic",,"2021-05-15T16:29:18Z",651903,"0x0000",1,,,,
"38.9666331615247","-76.95120334625244",,,,,,,,,,,,,,,,"fixed",179724298,,,,,,,"250",,,,,,,,"node/13639613270","surveillance","Flock Safety","Q108485435",,,,,,,,,,,,,"public","ALPR","traffic",,"2026-03-11T22:10:06Z",8181298,"penguin1737",1,,,,
"38.934126045475125","-77.11035490036011",,,,,,,,,,,,,,,,,181742718,,,,,,,"330",,,,,,,"speed_camera","node/12578332671",,,,,,,,,,,,,,,,,,,,"2026-04-24T01:41:38Z",9509339,"KB-01",2,,,,
"38.93042048946532","-77.09956169128418",,,,,,,,,,,,,,,,,162378527,,,,,,,"230",,,,,,,"speed_camera","node/12578341743",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:18:20Z",22437239,"nikos2wheels",1,,,,
"38.935745078991516","-77.10359573364258",,,,,,,,,,,,,,,,,181742718,,,,,,,"270",,,,,,,"speed_camera","node/12578341744",,,,,,,,,,,,,,,,,,,,"2026-04-24T01:41:38Z",9509339,"KB-01",2,,,,
"38.94422353744045","-77.07748174667358",,,,,,,,,,,,,,,,,162410777,,,,,,,"330",,,,,,,"speed_camera","node/12580485632",,,,,,,,,,,,,,,,,,,,"2025-02-11T23:53:43Z",22437239,"nikos2wheels",1,,,,
"38.949663903885266","-77.0801854133606",,,,,,,,,,,,,,,,,162410777,,,,,,,"335",,,,"red_light_camera",,,"speed_camera","node/12543192693",,,,,,,,,,,,,,,,,,,,"2025-02-11T23:53:43Z",22437239,"nikos2wheels",2,,,,
"38.94208732849012","-77.0916223526001",,,,,,,,,,,,,,,,,181742718,,,,,,,"315",,,,,,,"speed_camera","node/12578332673",,,,,,,,,,,,,,,,,,,,"2026-04-24T01:41:38Z",9509339,"KB-01",2,,,,
"38.944891089537464","-77.1037244796753",,,,,,,,,,,,,,,,,162378606,,,,,,,"20",,,,,,,"speed_camera","node/12578332672",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:21:53Z",22437239,"nikos2wheels",1,,,,
"38.959492218934","-77.11228609085083",,,,,,,,,,,,,,,,,154242628,,,,,,,"280",,,,,,,"speed_camera","node/12067295280",,,,"30 mph",,,,,,,,,,,,,,,,"2024-07-22T03:13:31Z",3092760,"Mark09",1,,,,
"38.96109398829779","-77.08316802978516",,,,,,,,,,,,,,,,,162410822,,,,,,,"90",,,,"traffic_signals",,,"speed_camera","node/12580492006",,,,,,,,,,,,,,,,,,,,"2025-02-11T23:56:32Z",22437239,"nikos2wheels",1,,,,
"38.95473675281974","-77.08634376525879",,,,,,,,,,,,,,,,,162410805,,,,,,,"90",,,,"traffic_signals",,,"speed_camera","node/12580433290",,,,,,,,,,,,,,,,,,,,"2025-02-11T23:55:10Z",22437239,"nikos2wheels",1,,,,
"38.939834225871635","-76.95459365844727",,,,,,,,,,,,,,,,,124105017,,,,,,,"230",,,,,,,"speed_camera","node/9912878862",,,,"30 mph",,,,,,,,,,,,,,,,"2022-07-26T16:53:57Z",651903,"0x0000",1,,,,
"38.93975077625154","-76.95452928543091",,,,,,,,,,,,,,,,,124105017,,,,,,,"50",,,,,,,"speed_camera","node/9912878863",,,,"30 mph",,,,,,,,,,,,,,,,"2022-07-26T16:53:57Z",651903,"0x0000",1,,,,
"38.944323670655734","-76.94845676422119",,,,,,,,,,,,,,,,,181816831,,,,,,,"200",,,,,,,"speed_camera","node/12518713666",,,,"30 mph",,,,,,,,,,,,,,,,"2026-04-25T17:36:23Z",9509339,"KB-01",4,,,,
"38.942955171139005","-76.95013046264648",,,,,,,,,,,,,,,,,181816831,,,,,,,"20",,,,,,,"speed_camera","node/12518713665",,,,"30 mph",,,,,,,,,,,,,,,,"2026-04-25T17:36:23Z",9509339,"KB-01",3,,,,
"38.9423042901482","-76.95122480392456",,,,,,,,,,,,,,,,,120669215,,,,,,,"210",,,,,,,"speed_camera","node/8734377303",,,,"30 mph",,,,,,,,,,,,,,,,"2022-05-07T13:40:32Z",9509339,"KB-01",2,,,,
"38.93681328705219","-76.95221185684204",,,,,,,,,,,,,,,,,181819665,,,,,,,"170;320",,,,,,,"speed_camera","node/12512968466",,,,"25 mph",,,,,,,,,,,,,,,,"2026-04-25T18:58:56Z",9509339,"KB-01",4,,,,
"38.92948572403881","-77.07304000854492",,,,,,,,,,,,,,,,,163484471,,,,,,,"10",,,,,,,"speed_camera","node/12542850580",,,,"25 mph",,,,,,,,,,,,,,,,"2025-03-11T13:09:35Z",11523236,"willkmis",2,,,,
"38.93504405870718","-77.03634738922119",,,,,,,,,,,,,,,,,161924996,,,,,,,"355",,,,,,,"speed_camera","node/12543190938",,,,,,,,,,,,,,,,,,,,"2025-01-30T06:57:06Z",22437239,"nikos2wheels",1,,,,
"38.93208968280135","-77.0236873626709",,,,,,,,,,,,,,,,,161925680,,,,,,,,,,,,,,"speed_camera","node/12543182439",,,,,,,,,,,,,,,,,,,,"2025-01-30T07:24:14Z",22437239,"nikos2wheels",1,,,,
"38.930236875800205","-77.02787160873413",,,,,,,,,,,,,,,,,121497426,,,,,,,,,,,,,,"speed_camera","node/3139741799",,,,,,,,,,,,,,,,,,,,"2022-05-26T01:10:52Z",9509339,"KB-01",2,,,,
"38.92953580107039","-77.01855897903442",,,,,,,,,,,,,,,,,181347508,,,,,,,,,,,,,,"speed_camera","node/12543113754",,,,,,,,,,,,,,,,,,,,"2026-04-15T03:13:51Z",2591427,"snake21",3,,,,
"38.92631410668423","-77.01218605041504",,,,,,,,,,,,,,,,,161925762,,,,,,,,,,,,,,"speed_camera","node/12543217932",,,,,,,,,,,,,,,,,,,,"2025-01-30T07:27:28Z",22437239,"nikos2wheels",1,,,,
"38.95263423449029","-77.00903177261353",,,,,,,,,,,,,,,,,173768978,,,,,,,,,,,,,,"speed_camera","node/12543207440",,,,,,,,,,,,,,,,,,,,"2025-10-25T19:03:40Z",9509339,"KB-01",2,,,,
"38.95451982921119","-77.0090103149414",,,,,,,,,,,,,,,,,173767137,,,,,,,,,,,,,,"speed_camera","node/12543175196",,,,,,,,,,,,,,,,,,,,"2025-10-25T18:03:44Z",9509339,"KB-01",2,,,,
"38.959175197788284","-77.01321601867676",,,,,,,,,,,,,,,,,177930825,,,,,,,,,,,,,,"speed_camera","node/13514570806",,,,"25 mph",,,,,,,,,,,,,,,,"2026-01-31T15:40:27Z",1962542,"whammo",1,,,,
"38.96122746744362","-77.02808618545532",,,,,,,,,,,,,,,,,161925461,,,,,,,,,,,,,,"speed_camera","node/12543210404",,,,,,,,,,,,,,,,,,,,"2025-01-30T07:15:29Z",22437239,"nikos2wheels",1,,,,
"38.96099387877342","-77.05975770950317",,,,,,,,,,,,,,,,,162379631,,,,,,,"90",,,,,,,"speed_camera","node/12578389595",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:59:16Z",22437239,"nikos2wheels",1,,,,
"38.95266760828426","-77.03634738922119",,,,,,,,,,,,,,,,,161925431,,,,,,,,,,,,,,"speed_camera","node/12543211842",,,,,,,,,,,,,,,,,,,,"2025-01-30T07:14:08Z",22437239,"nikos2wheels",1,,,,
"38.960743604343605","-77.07314729690552",,,,,,,,,,,,,,,,,142439109,,,,,,,"310",,,,,,,"speed_camera","node/11216880705",,,,"25 mph",,,,,,,,,"381",,"local knowledge",,,,,"2023-10-11T14:15:59Z",9509339,"KB-01",2,"https://ddot.dc.gov/sites/default/files/dc/sites/ddot/publication/attachments/ATE%20Active%20Locations%20as%20of%20September%202023.pdf",,,
"38.954703380000126","-77.0714521408081",,,,,,,,,,,,,,,,,162379613,,,,,,,"40",,,,"red_light_camera",,,"speed_camera","node/12578393033",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:58:24Z",22437239,"nikos2wheels",1,,,,
"38.95483687118437","-77.07153797149658",,,,,,,,,,,,,,,,,161925259,,,,,,,"210",,,,,,,"speed_camera","node/12543201738",,,,,,,,,,,,,,,,,,,,"2025-01-30T07:07:37Z",22437239,"nikos2wheels",1,,,,
"38.95613839705325","-77.07052946090698",,,,,,,,,,,,,,,,,162379613,,,,,,,"150",,,,"red_light_camera",,,"speed_camera","node/12578393032",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:58:24Z",22437239,"nikos2wheels",1,,,,
"38.95340182777619","-77.06889867782593",,,,,,,,,,,,,,,,,181737267,"2023-09-23",,,,,,"120",,,,,,,"speed_camera","node/11212939653",,,,"25 mph",,,,,,,,,,,,,,,,"2026-04-23T20:41:49Z",9509339,"KB-01",3,,,,
"38.96005951639157","-77.06698894500732",,,,,,,,,,,,,,,,,181737267,,,,,,,"225",,,,,,,"speed_camera","node/12578393034",,,,,,,,,,,,,,,,,,,,"2026-04-23T20:41:49Z",9509339,"KB-01",2,,,,
"38.96104393355327","-77.07338333129883",,,,,,,,,,,,,,,,,162379504,,,,,,,"330",,,,"red_light_camera",,,"speed_camera","node/12543182328",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:55:08Z",22437239,"nikos2wheels",2,,,,
"38.96469783697131","-77.07531452178955",,,,,,,,,,,,,,,,,162379504,,,,,,,"335",,,,,,,"speed_camera","node/12578383384",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:55:08Z",22437239,"nikos2wheels",1,,,,
"38.96413057665171","-77.07520723342896",,,,,,,,,,,,,,,,,162379504,,,,,,,"155",,,,,,,"speed_camera","node/12578383385",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:55:08Z",22437239,"nikos2wheels",1,,,,
"38.970003169460824","-77.0770525932312",,,,,,,,,,,,,,,,,154242816,,,,,,,"340",,,,,,,"speed_camera","node/12067253046",,,,,,,,,,,,,,,,,,,,"2024-07-22T03:27:43Z",3092760,"Mark09",1,,,,
"38.97197171377243","-77.07726716995239",,,,,,,,,,,,,,,,,154242729,,,,,,,"170",,,,,,,"speed_camera","node/12067305537",,,,,,,,,,,,,,,,,,,,"2024-07-22T03:21:23Z",3092760,"Mark09",1,,,,
"38.97218858395243","-77.07703113555908",,,,,,,,,,,,,,,,,154242770,,,,,,,"340",,,,,,,"speed_camera","node/12067253043",,,,,,,,,,,,,,,,,,,,"2024-07-22T03:24:15Z",3092760,"Mark09",1,,,,
"38.97343974510062","-77.07726716995239",,,,,,,,,,,,,,,,,154242683,,,,,,,"170",,,,,,,"speed_camera","node/12067304582",,,,,,,,,,,,,,,,,,,,"2024-07-22T03:18:05Z",3092760,"Mark09",1,,,,
"38.97689283518031","-77.08218097686768",,,,,,,,,,,,,,,,,162379381,,,,,,,"95",,,,,,,"speed_camera","node/12578386400",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:50:31Z",22437239,"nikos2wheels",1,,,,
"38.97425715844645","-77.08988428115845",,,,,,,,,,,,,,,,,162379301,,,,,,,"180",,,,,,,"speed_camera","node/12578368968",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:47:42Z",22437239,"nikos2wheels",1,,,,
"38.97050365201494","-77.08936929702759",,,,,,,,,,,,,,,,,162379301,,,,,,,"180",,,,,,,"speed_camera","node/12578368967",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:47:42Z",22437239,"nikos2wheels",1,,,,
"38.97348979108679","-77.1224570274353",,,,,,,,,,,,,,,,,162379119,,,,,,,"140",,,,"red_light_camera",,,"speed_camera","node/12578358414",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:41:25Z",22437239,"nikos2wheels",1,,,,
"38.983698432767284","-77.09381103515625",,,,,,,,,,,,,,,,,162379703,,,,,,,"335",,,,"red_light_camera",,,"speed_camera","node/12578390145",,,,,,,,,,,,,,,,,,,,"2025-02-11T08:02:22Z",22437239,"nikos2wheels",1,,,,
"38.988451954776195","-77.095205783844",,,,,,,,,,,,,,,,,162379736,,,,,,,"160",,,,"red_light_camera",,,"speed_camera","node/12578392730",,,,,,,,,,,,,,,,,,,,"2025-02-11T08:04:20Z",22437239,"nikos2wheels",1,,,,
"38.992387962979166","-77.11835861206055",,,,,,,,,,,,,,,,,139833682,,,,,,,,,,,,,,"speed_camera","node/11112359508",,,,,,,,,,,,,,,,,,,,"2023-08-13T16:42:42Z",1329494,"heretofore",1,,,,
"38.99488954933514","-77.09632158279419",,,,,,,,,,,,,,,,,162379736,,,,,,,"350",,,,,,,"speed_camera","node/12578392731",,,,,,,,,,,,,,,,,,,,"2025-02-11T08:04:20Z",22437239,"nikos2wheels",1,,,,
"38.997374370904396","-77.09033489227295",,,,,,,,,,,,,,,,,153952193,,,,,,,,,,,,,,"speed_camera","node/12054165000",,,,,,,,,,,,,,,,,,,,"2024-07-15T02:35:01Z",3092760,"Mark09",1,,,,
"38.98543308831228","-77.08889722824097",,,,,,,,,,,,,,,,,154243048,,,,,,,"235",,,,,,,"speed_camera","node/4063880152",,,,,,,,,,,,,,,,,,,,"2024-07-22T03:44:54Z",3092760,"Mark09",4,,,,
"38.99090364661038","-77.07703113555908",,,,,,,,,,,,,,,,,154243092,,,,,,,"340",,,,,,,"speed_camera","node/11112331703",,,,,,,,,,,,,,,,,,,,"2024-07-22T03:49:13Z",3092760,"Mark09",2,,,,
"38.97198839611755","-77.07134485244751",,,,,,,,,,,,,,,,,162379504,,,,,,,"45",,,,,,,"speed_camera","node/12578383383",,,,,,,,,,,,,,,,,,,,"2025-02-11T07:55:08Z",22437239,"nikos2wheels",1,,,,
"38.9814966933659","-77.01038360595703",,,,,,"police",,,,,,,,,,,128814290,,,,,,,,,,,,,,,"node/3483241133",,,,,"Takoma Park Police",,,,,,,,,,,,,,,"2022-11-12T14:09:05Z",8486808,"John Kastner",2,,,"Q7678473",
"38.94318881926796","-76.99287414550781",,,,"DC",,"police",,,,,,,,,,,155164666,,,,,,,,"46",,,,,"2335127",,"node/367142225",,,,,"D.C. Police & Fire Clinic",,,,,,,,,,"USGS Geonames",,,,,"2024-08-12T19:22:26Z",3199858,"Mateusz Konieczny - bot account",5,"https://www.pfcassociates.org/","limited",,
"38.937981621194524","-76.95219039916992",,,,"MD",,"police",,,,,,,,,,,155195145,,,,,,,,"15",,,,,"2457505",,"node/367798236",,,,,"Cottage City Police Station",,,,,,,,,,"USGS Geonames",,,,,"2024-08-13T13:13:00Z",3199858,"Mateusz Konieczny - bot account",3,,,,
"38.935711697230346","-76.9618034362793","Mount Rainier","3249","20712","MD","Rhode Island Avenue","police",,,,,,,,,,,158563855,"2024-10-30",,,,,,,,,,,"https://www.facebook.com/mountrainierpolicedepartment/","2457357",,"node/8757006564",,,,,"Mount Rainier Police","24/7",,,,,"+1-301-985-6580",,,,,,,,,"2024-10-31T00:55:14Z",651903,"0x0000",3,"https://www.mountrainiermd.org/departments/police/contact-us",,,
"38.9348437659246","-77.07484245300293",,,,"DC",,"police",,,,,,,,,,,155164666,,,,,,,,"108",,,,,"2335138",,"node/367142210",,,,,"Washington District of Columbia Police Department District 2",,,,,,,,,,"USGS Geonames",,,,,"2024-08-12T19:22:24Z",3199858,"Mateusz Konieczny - bot account",3,,,,
"38.932707274379595","-77.02566146850586",,,,,,"police",,,,,,,,,,,180406007,"2026-03-25",,,,,,,,,,,,,,"node/2973421682",,,,,"Fourth District Substation",,"Metropolitan Police Department","MPD",,"Q1350854",,,,,,,,,,"2026-03-25T12:45:31Z",20628603,"Goofball5388",5,,,,
"38.940117953845345","-77.02377319335938",,,,,,"police",,,,,,,,,,,180874622,,,,,,,,,,,,,,,"node/13706772745",,,,,"Metropolitan Police Department Special Liaison Unit",,"Metropolitan Police Department","MPD",,"Q1350854",,,,,,,,,,"2026-04-04T21:55:56Z",11523236,"willkmis",1,,,,
"38.96728381911049","-77.01913833618164",,,,"DC",,"police",,,,,,,,,,,155164666,,,,,,,,"76",,,,,"2335123",,"node/367142227",,,,,"Metropolitan Police Boys and Girls Clubs",,,,,,,,,,"USGS Geonames",,,,"yes","2024-08-12T19:22:27Z",3199858,"Mateusz Konieczny - bot account",3,,,,
"38.963279677655805","-77.0914077758789",,"4602",,,,"police",,,,,,,,,,,8027268,,,,,,,,,,,,,,,"node/1269089018",,,,,"Montgomery County Police Field Office",,,,,,,,,,,,,,,"2011-05-02T01:04:19Z",12055,"aude",3,,,,
"38.97062043076872","-77.07758903503418",,,,"MD",,"police",,,,,,,,,,,155188159,,,,,,,,"107",,,,,"2331609",,"node/367798176",,,,,"Chevy Chase Village Police Department",,,,,,,,,,"USGS Geonames",,,,,"2024-08-13T10:26:07Z",3199858,"Mateusz Konieczny - bot account",3,,,,
